Main Category,Category,Subcategory,Search Keyword,Product Name,Company Name,Price,MOQ,Location,Rating,Reviews,Image URL,Product URL,Product Description,Product ID,Local Image Path
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"Black Foam Self Adhesive Tape, 2 Inch, packaging",Global Industries,₹ 50,packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/5/511134313/QW/CF/DU/217597924/black-foam-tape-250x250.jpg,https://www.indiamart.com/proddetail/black-foam-self-adhesive-tape-2856524386591.html,"Black Foam Self Adhesive Tape, 2 Inch, packaging",9fbfedda-99be-4a20-b14b-4d4a67688ede,products\9fbfedda-99be-4a20-b14b-4d4a67688ede\1.jpg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"Blue Self Adhesive Holding Tape, packaging",Tixova Tapes Industries,₹ 45,packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/6/515924407/ET/PU/UQ/97503696/1-inch-blue-self-adhesive-holding-tape-250x250.jpeg,https://www.indiamart.com/proddetail/blue-self-adhesive-holding-tape-2856592006891.html,"Blue Self Adhesive Holding Tape, packaging",11868085-40fd-4c16-a43a-5871134d1b89,products\11868085-40fd-4c16-a43a-5871134d1b89\1.jpeg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"2 Inch One Side Adhesive Tape, packaging",S.S. Enterprise,₹ 20,packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2020/12/BJ/AX/OZ/31202642/new-product-250x250.jpeg,https://www.indiamart.com/proddetail/2-inch-one-side-adhesive-tape-23005991573.html,"2 Inch One Side Adhesive Tape, packaging",ee2b0c14-6450-4dff-a18d-e516445aaae8,products\ee2b0c14-6450-4dff-a18d-e516445aaae8\1.jpeg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,Brown BOPP Packing Tape,Krishna Plastic,₹ 60,Brown BOPP Packing Tape,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2024/2/387757909/OF/ME/US/162409428/61kcjfonmol-250x250.jpg,https://www.indiamart.com/proddetail/brown-bopp-packing-tape-2853145832362.html,Brown BOPP Packing Tape,11b038c4-43aa-4bfe-9b26-348a023f17fe,products\11b038c4-43aa-4bfe-9b26-348a023f17fe\1.jpg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,SELF ADHESIVE TRANSPARENT PACKING TAPE 1538,Deodap,₹ 113.36,SELF ADHESIVE TRANSPARENT PACKING TAPE 1538,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2024/1/379794270/GY/EH/FC/64023267/7-250x250.webp,https://www.indiamart.com/proddetail/self-adhesive-transparent-packing-tape-1538-2853293929691.html,SELF ADHESIVE TRANSPARENT PACKING TAPE 1538,eeb74579-5080-4e71-b2d2-1c45d68fd06e,products\eeb74579-5080-4e71-b2d2-1c45d68fd06e\1.webp
Industrial,Packaging Material,Packaging Tapes,packaging tapes,2 Inch Printed Packaging Tape,Divine Packing Materials & Export,"₹ 1,700",Packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2024/9/450143257/IX/YA/YU/214859629/whatsapp-image-2024-09-11-at-5-48-01-pm-1-250x250.jpeg,https://www.indiamart.com/proddetail/printed-packaging-tape-2854703983312.html,2 Inch Printed Packaging Tape,9bc0cb52-dd32-4143-9669-3fc1761df338,products\9bc0cb52-dd32-4143-9669-3fc1761df338\1.jpeg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,Adhesive Packaging Tape,Khodal Marketing,Ask Price,Packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/5/609084425/FK/II/XH/40369409/heavy-duty-bopp-tape-250x250.jpg,https://www.indiamart.com/proddetail/adhesive-packaging-tape-2859264645062.html,Adhesive Packaging Tape,c5110610-c63a-4cc3-95f3-24c5877eeee6,products\c5110610-c63a-4cc3-95f3-24c5877eeee6\1.jpg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,Brown Packaging Bopp Self Adhesive Tape,Shiv Plastic,Ask Price,Packaging,Rajkot,,,https://5.imimg.com/data5/ANDROID/Default/2026/5/604607999/MR/VA/VD/82675092/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/brown-packaging-bopp-self-adhesive-tape-2859185458662.html,Brown Packaging Bopp Self Adhesive Tape,0b708390-9ea7-40c6-b115-3847f1e9d896,products\0b708390-9ea7-40c6-b115-3847f1e9d896\1.jpg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"30m BOPP Transparent Tape, packaging",Om Enterprise,"₹ 1,900",packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2024/12/475830410/PS/CO/YZ/234528801/30m-bopp-transparent-tape-250x250.jpg,https://www.indiamart.com/proddetail/30m-bopp-transparent-tape-2855169865230.html,"30m BOPP Transparent Tape, packaging",7751452e-2abd-4460-9919-26350495d192,products\7751452e-2abd-4460-9919-26350495d192\1.jpg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"1 Inch PVC Electrical Tapes, packaging",JK Trade,₹ 3,packaging,Rajkot - Deals in Amreli,,,https://4.imimg.com/data4/CT/HG/MY-5434907/pvc-electrical-tapes-250x250.jpg,https://www.indiamart.com/proddetail/pvc-electrical-tapes-4238797712.html,"1 Inch PVC Electrical Tapes, packaging",fadec100-42b5-4458-b6dc-affea69394a3,products\fadec100-42b5-4458-b6dc-affea69394a3\1.jpg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"Sticky Hdpe Adhesive Tapes, packaging",Shivansh Industries,₹ 210,packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2024/4/407330597/RK/JQ/IR/109681585/hdpe-fabric-adhesive-tapes-250x250.jpg,https://www.indiamart.com/proddetail/sticky-hdpe-adhesive-tapes-2853783224333.html,"Sticky Hdpe Adhesive Tapes, packaging",4c1d2693-afdb-47c1-8743-25c29c08fa1e,products\4c1d2693-afdb-47c1-8743-25c29c08fa1e\1.jpg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"24mm Cross Self Adhesive Filament Tape, 20 m, packaging",Shriji Enterprise,₹ 80,packaging,Rajkot - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2024/12/470280948/PS/ST/CC/148215466/24mm-cross-self-adhesive-filament-tape-250x250.webp,https://www.indiamart.com/proddetail/24mm-cross-self-adhesive-filament-tape-2854888518388.html,"24mm Cross Self Adhesive Filament Tape, 20 m, packaging",19179f37-f358-4ddc-9e8e-0267715ade96,products\19179f37-f358-4ddc-9e8e-0267715ade96\1.webp
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"Self Adhesive Tapes, packaging",Radheshyam Industries,"₹ 2,000",packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/5/604586243/KF/WL/ID/97512818/self-adhesive-tapes-250x250.jpg,https://www.indiamart.com/proddetail/self-adhesive-tapes-2859177953473.html,"Self Adhesive Tapes, packaging",ece8cb89-9ef0-4c63-a49e-d917ca52174d,products\ece8cb89-9ef0-4c63-a49e-d917ca52174d\1.jpg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"1.2Cm 3m Gp Bonding Tape, packaging",Eagermech Enterprise,₹ 219,packaging,Rajkot - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2025/8/535482708/AL/HE/OK/52460648/3m-vhb-bonding-tape-250x250.jpeg,https://www.indiamart.com/proddetail/3m-gp-bonding-tape-2857222764330.html,"1.2Cm 3m Gp Bonding Tape, packaging",3ecbbd7b-3c12-4b3c-b867-e60d73e314d2,products\3ecbbd7b-3c12-4b3c-b867-e60d73e314d2\1.jpeg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"Self Adhesive Tapes, packaging",R.K.Enterprise,₹ 20,packaging,Rajkot - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/3/590804809/BA/BR/QG/4335886/self-adhesive-tapes-250x250.png,https://www.indiamart.com/proddetail/self-adhesive-tapes-2856387496833.html,"Self Adhesive Tapes, packaging",765d72fe-71da-4af3-9477-90796b4e599e,products\765d72fe-71da-4af3-9477-90796b4e599e\1.png
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"Self Adhesive Tapes, packaging",Jash Packaging Machinery,"₹ 1,830",packaging,Rajkot - Deals in Amreli,,,https://5.imimg.com/data5/GLADMIN/Default/2024/12/472657199/VJ/NE/IP/107566510/self-adhesive-tapes-250x250.jpeg,https://www.indiamart.com/proddetail/self-adhesive-tapes-2854589453333.html,"Self Adhesive Tapes, packaging",adb9c56c-9c74-45a5-917c-69a6b9bafff5,products\adb9c56c-9c74-45a5-917c-69a6b9bafff5\1.jpeg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"Vhb Acrylic Foam Tape, 0.5 Inch, packaging",Suvidha Enterprise,₹ 250,packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2024/9/451168434/BG/ZQ/JI/1929537/vhb-acrylic-foam-tape-250x250.jpg,https://www.indiamart.com/proddetail/vhb-acrylic-foam-tape-3608771212.html,"Vhb Acrylic Foam Tape, 0.5 Inch, packaging",647ce046-50e6-46e9-a637-92bcff6bdddb,products\647ce046-50e6-46e9-a637-92bcff6bdddb\1.jpg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"Cotton Adhesive Tape, packaging",Flexus Surgicals Private Limited,₹ 265,packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2022/11/LK/TA/PM/5311498/cotton-adhesive-tape-250x250.jpg,https://www.indiamart.com/proddetail/cotton-adhesive-tape-21645873355.html,"Cotton Adhesive Tape, packaging",79e99437-c594-4250-a091-1e7a166d6e12,products\79e99437-c594-4250-a091-1e7a166d6e12\1.jpg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"Cross Filament Tape Jumbo Roll, 550 METER, 0-20 mm, packaging",Mark G,₹ 140,packaging,Rajkot,,,https://5.imimg.com/data5/HQ/SW/MY-3280610/filament-tap-250x250.jpg,https://www.indiamart.com/proddetail/cross-filament-tape-jumbo-roll-19809736573.html,"Cross Filament Tape Jumbo Roll, 550 METER, 0-20 mm, packaging",dc1dd9ff-cfdf-4e8c-99c1-9771bd443202,products\dc1dd9ff-cfdf-4e8c-99c1-9771bd443202\1.jpg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"Double Sided Foam Tape, packaging",Shivam Enterprise,₹ 60,packaging,Rajkot,,,https://5.imimg.com/data5/GB/BC/QI/SELLER-2296525/foam-tape-250x250.JPG,https://www.indiamart.com/proddetail/double-sided-foam-tape-21227768397.html,"Double Sided Foam Tape, packaging",fb9c62e1-b06e-4241-8c88-3c0cdc1dadb8,products\fb9c62e1-b06e-4241-8c88-3c0cdc1dadb8\1.JPG
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"Black Foam Self Adhesive Tape, 2 Inch, packaging",Global Industries,₹ 50,packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/5/511134313/QW/CF/DU/217597924/black-foam-tape-250x250.jpg,https://www.indiamart.com/proddetail/black-foam-self-adhesive-tape-2856524386591.html,"Black Foam Self Adhesive Tape, 2 Inch, packaging",57675afd-9cef-48df-b62d-21410a618d89,products\57675afd-9cef-48df-b62d-21410a618d89\1.jpg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"Blue Self Adhesive Holding Tape, packaging",Tixova Tapes Industries,₹ 45,packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/6/515924407/ET/PU/UQ/97503696/1-inch-blue-self-adhesive-holding-tape-250x250.jpeg,https://www.indiamart.com/proddetail/blue-self-adhesive-holding-tape-2856592006891.html,"Blue Self Adhesive Holding Tape, packaging",8f186e7f-9abb-49e5-9c13-2cc810e48e56,products\8f186e7f-9abb-49e5-9c13-2cc810e48e56\1.jpeg
Industrial,Packaging Material,Packaging Tapes,packaging tapes,"2 Inch One Side Adhesive Tape, packaging",S.S. Enterprise,₹ 20,packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2020/12/BJ/AX/OZ/31202642/new-product-250x250.jpeg,https://www.indiamart.com/proddetail/2-inch-one-side-adhesive-tape-23005991573.html,"2 Inch One Side Adhesive Tape, packaging",7a874aae-a38b-45cd-a91b-accb9c289dcd,products\7a874aae-a38b-45cd-a91b-accb9c289dcd\1.jpeg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Bubble Wrap Roll, 1 m",R.K.Enterprise,₹ 220,,Rajkot - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/3/590803949/VB/TL/FZ/4335886/air-bubble-film-roll-250x250.png,https://www.indiamart.com/proddetail/bubble-wrap-roll-2853870938012.html,"Bubble Wrap Roll, 1 m",671bbb40-0935-42ed-832c-a6710308b86a,products\671bbb40-0935-42ed-832c-a6710308b86a\1.png
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"50 GSM STARPACK Transparent Air Bubble Wrap, Sheet Length (m/roll): 100 meter, Sheet Width: 1.5 Meter",Starpack Innovation LLP,₹ 775,Starpack Innovation LLP,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/3/497126847/EI/WD/FL/24527749/starpack-transparent-air-bubble-wrap-250x250.jpg,https://www.indiamart.com/proddetail/starpack-transparent-air-bubble-wrap-2856214255691.html,"50 GSM STARPACK Transparent Air Bubble Wrap, Sheet Length (m/roll): 100 meter, Sheet Width: 1.5 Meter",59c4e316-df9a-4ddc-ae09-5f2379f1eb76,products\59c4e316-df9a-4ddc-ae09-5f2379f1eb76\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,White Air Bubble Roll,Starpack Overseas Private Limited,₹ 920,Starpack Overseas Private Limited,Rajkot - Deals in Amreli,,,https://5.imimg.com/data5/SX/CJ/MY-2720420/starpack-250x250.jpg,https://www.indiamart.com/proddetail/white-air-bubble-roll-15610970155.html,White Air Bubble Roll,0cf99457-d2b0-495e-ba84-11908811a06b,products\0cf99457-d2b0-495e-ba84-11908811a06b\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Air Bubble Buffer Sheet (Customized Width),Good Luck Packaging System,₹ 142,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/1/575830961/WT/QJ/YP/30607367/air-bubble-buffer-sheet-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-buffer-sheet-22471116255.html,Air Bubble Buffer Sheet (Customized Width),24b6598d-50e0-4be7-b36f-0a2066f12fb1,products\24b6598d-50e0-4be7-b36f-0a2066f12fb1\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Air Bubble Film Roll, 180",Shreeji Packaging,₹ 980,Shreeji Packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/6/523234611/DM/LT/EJ/48375562/air-bubble-roll-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-film-roll-2856409515173.html,"Air Bubble Film Roll, 180",cc885b2d-9654-4f1b-a399-29b788d478e4,products\cc885b2d-9654-4f1b-a399-29b788d478e4\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,30 GSM Bubble Wrap Roll,Ultrapack Incorporation,"₹ 1,000",Ultrapack Incorporation,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2024/5/421830862/FA/OZ/UW/31520207/ld-stretch-film-250x250.jpeg,https://www.indiamart.com/proddetail/bubble-wrap-roll-16116940273.html,30 GSM Bubble Wrap Roll,92204df2-b40c-4a51-83d2-486f3de89ba4,products\92204df2-b40c-4a51-83d2-486f3de89ba4\1.jpeg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"250 GSM PP Bubble Wrap Roll, Sheet Width: 1.2 meter",Manish Traders,₹ 450,,Bhavnagar,,,https://5.imimg.com/data5/SELLER/Default/2024/11/469053393/RQ/QS/CY/236646600/bubble-wrap-roll-250x250.png,https://www.indiamart.com/proddetail/pp-bubble-wrap-roll-2855365321762.html,"250 GSM PP Bubble Wrap Roll, Sheet Width: 1.2 meter",6345f499-f1d2-4799-be32-7080d21bc778,products\6345f499-f1d2-4799-be32-7080d21bc778\1.png
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"200 GSM Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",HJR International,₹ 820,,Rajkot,,,https://5.imimg.com/data5/ANDROID/Default/2023/9/344674389/MG/XH/XX/182022873/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2852451828412.html,"200 GSM Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",ce231e41-6fb6-418f-ab7b-b769c1039046,products\ce231e41-6fb6-418f-ab7b-b769c1039046\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Air Bubble Packing Roll, 0.5 M, 50 GSM",Rudra Polypack,₹ 500,Rudra Polypack,Rajkot,,,https://5.imimg.com/data5/ANDROID/Default/2026/4/597793651/WE/BZ/RT/143709692/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-packing-roll-2857557874733.html,"Air Bubble Packing Roll, 0.5 M, 50 GSM",792c5cfd-4c6d-4c5b-9136-04d12da7a0b7,products\792c5cfd-4c6d-4c5b-9136-04d12da7a0b7\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",Madhusudan Polypack,₹ 145,Madhusudan Polypack,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/1/577606271/IB/RR/VE/26636371/bubble-wrap-roll-sheet-length-m-roll-100-meter-sheet-width-1-meter-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-sheet-length-m-roll-100-meter-sheet-width-1-meter-2855829148730.html,"Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",24fe0910-9e02-4a4f-97a7-50fca2d6f371,products\24fe0910-9e02-4a4f-97a7-50fca2d6f371\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Bubble Wrap Roll (1m Width, 40 GSM)",Abhinandan Industries,₹ 600,,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2024/2/390959102/SW/CB/LA/12712122/bubble-wrap-roll-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2853475379173.html,"Bubble Wrap Roll (1m Width, 40 GSM)",ca103235-59ab-4a9f-93e0-d7a760cbeb3c,products\ca103235-59ab-4a9f-93e0-d7a760cbeb3c\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Bubble Wrap Rolls 1 100 Mtr 180 gsm,Prism Enterprises,₹ 550,,Navsari - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2023/9/342871845/MY/SC/XS/10073435/220-gsm-bubble-wrap-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-rolls-1-100-mtr-180-gsm-2852394576988.html,Bubble Wrap Rolls 1 100 Mtr 180 gsm,caa37a2c-90e8-4951-865d-56b72e93a7d8,products\caa37a2c-90e8-4951-865d-56b72e93a7d8\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Bubble Wrap Roll (40 GSM),Vraj International,₹ 650,,Ahmedabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2022/7/BR/OX/ZY/9183600/air-bubble-roll-1000-x-1000-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-25969300930.html,Bubble Wrap Roll (40 GSM),cd76efe3-af58-4b0d-b150-da7beb2dad6e,products\cd76efe3-af58-4b0d-b150-da7beb2dad6e\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Bubble Wrap Roll,Vaslly Recycling Pvt. Ltd.,Ask Price,,Ahmedabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/4/597678977/RU/EU/SY/220361439/bubble-wrap-roll-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2859003973873.html,Vaslly Recycling Pvt. Ltd.,2fbc58ad-49dd-4698-8587-cbebe4166228,products\2fbc58ad-49dd-4698-8587-cbebe4166228\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Hebron White Air Bubble Roll, For Wooden Furniture, Sheet Width: 1 meter",Balaji Pallets Private Limited,₹ 600,,Ahmedabad - Deals in Amreli,,,https://5.imimg.com/data5/SW/FQ/MY-7673096/air-bubble-roll-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-roll-16040905155.html,"Hebron White Air Bubble Roll, For Wooden Furniture, Sheet Width: 1 meter",02ff98ff-027e-472f-b42d-4c5de64f0217,products\02ff98ff-027e-472f-b42d-4c5de64f0217\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Bubble Wrap Roll,Shri J . J. Foam Industries,₹ 120,/Piece,Vadodara - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2022/6/GF/HT/XY/2674708/bubble-wrap-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-14378212655.html,Shri J . J. Foam Industries,c8c66348-7dcb-4e15-b027-2e90fee01592,products\c8c66348-7dcb-4e15-b027-2e90fee01592\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Air Bubble Roll 1 meter X 100 Meter, Capacity: 240 Gauge",MM Will Care,₹ 999,,Ahmedabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2022/9/ZI/BX/NS/13787269/111-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-roll-1-meter-x-100-meter-27013692648.html,"Air Bubble Roll 1 meter X 100 Meter, Capacity: 240 Gauge",a82cf433-9b90-494a-a4ee-94614c4d2197,products\a82cf433-9b90-494a-a4ee-94614c4d2197\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"40 GSM Bubble Wrap Roll, Sheet Width: 1 meter, Sheet Length (m/roll): 100 meter",Goldcoin Packaging,₹ 720,Goldcoin Packaging,Kalol,,,https://5.imimg.com/data5/SELLER/Default/2025/6/517062438/BM/KY/ZJ/9402400/bubble-wrap-roll-250x250.jpeg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2856705057155.html,"40 GSM Bubble Wrap Roll, Sheet Width: 1 meter, Sheet Length (m/roll): 100 meter",f5c27ea5-d484-4e64-908a-601379f8113c,products\f5c27ea5-d484-4e64-908a-601379f8113c\1.jpeg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,30 GSM Bubble Wrap Roll,Gujarat Marketing,₹ 700,,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2023/5/305723954/RR/YM/HP/2023931/d0f20f7e-4e8f-41d2-8f8e-fcdc259ef12d-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2851080451473.html,30 GSM Bubble Wrap Roll,b864fbd0-8c5f-486a-bb64-bd30eaa59b87,products\b864fbd0-8c5f-486a-bb64-bd30eaa59b87\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"White 40 GSM Bubble Wrap Protective Packaging, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",Baroda Packaging,₹ 2,Baroda Packaging,Silvassa,,,https://5.imimg.com/data5/SELLER/Default/2025/7/528380909/DF/QN/PE/4373725/bubble-wrap-protective-packaging-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-protective-packaging-12869571691.html,"White 40 GSM Bubble Wrap Protective Packaging, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",da1306e9-3726-4d3a-8c39-2a7aded10f5d,products\da1306e9-3726-4d3a-8c39-2a7aded10f5d\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Bubble Wrap Roll, 1 m",R.K.Enterprise,₹ 220,,Rajkot - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/3/590803949/VB/TL/FZ/4335886/air-bubble-film-roll-250x250.png,https://www.indiamart.com/proddetail/bubble-wrap-roll-2853870938012.html,"Bubble Wrap Roll, 1 m",5e6e17f9-9f81-4ab8-a3a5-e1d34da91669,products\5e6e17f9-9f81-4ab8-a3a5-e1d34da91669\1.png
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"50 GSM STARPACK Transparent Air Bubble Wrap, Sheet Length (m/roll): 100 meter, Sheet Width: 1.5 Meter",Starpack Innovation LLP,₹ 775,Starpack Innovation LLP,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/3/497126847/EI/WD/FL/24527749/starpack-transparent-air-bubble-wrap-250x250.jpg,https://www.indiamart.com/proddetail/starpack-transparent-air-bubble-wrap-2856214255691.html,"50 GSM STARPACK Transparent Air Bubble Wrap, Sheet Length (m/roll): 100 meter, Sheet Width: 1.5 Meter",72844d0c-6c4e-4a27-84fb-aadd220c6e0d,products\72844d0c-6c4e-4a27-84fb-aadd220c6e0d\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,White Air Bubble Roll,Starpack Overseas Private Limited,₹ 920,Starpack Overseas Private Limited,Rajkot - Deals in Amreli,,,https://5.imimg.com/data5/SX/CJ/MY-2720420/starpack-250x250.jpg,https://www.indiamart.com/proddetail/white-air-bubble-roll-15610970155.html,White Air Bubble Roll,6f7ec734-549d-4187-bc70-0b997f367e6b,products\6f7ec734-549d-4187-bc70-0b997f367e6b\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Air Bubble Buffer Sheet (Customized Width),Good Luck Packaging System,₹ 142,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/1/575830961/WT/QJ/YP/30607367/air-bubble-buffer-sheet-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-buffer-sheet-22471116255.html,Air Bubble Buffer Sheet (Customized Width),6eebab23-a759-4f2b-8207-101ca1ed3d5e,products\6eebab23-a759-4f2b-8207-101ca1ed3d5e\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Air Bubble Film Roll, 180",Shreeji Packaging,₹ 980,Shreeji Packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/6/523234611/DM/LT/EJ/48375562/air-bubble-roll-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-film-roll-2856409515173.html,"Air Bubble Film Roll, 180",c7250ac0-041d-4571-8773-70a8b6f52b75,products\c7250ac0-041d-4571-8773-70a8b6f52b75\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,30 GSM Bubble Wrap Roll,Ultrapack Incorporation,"₹ 1,000",Ultrapack Incorporation,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2024/5/421830862/FA/OZ/UW/31520207/ld-stretch-film-250x250.jpeg,https://www.indiamart.com/proddetail/bubble-wrap-roll-16116940273.html,30 GSM Bubble Wrap Roll,73ff07db-279b-4935-9881-5ffc2eaee4e2,products\73ff07db-279b-4935-9881-5ffc2eaee4e2\1.jpeg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"250 GSM PP Bubble Wrap Roll, Sheet Width: 1.2 meter",Manish Traders,₹ 450,,Bhavnagar,,,https://5.imimg.com/data5/SELLER/Default/2024/11/469053393/RQ/QS/CY/236646600/bubble-wrap-roll-250x250.png,https://www.indiamart.com/proddetail/pp-bubble-wrap-roll-2855365321762.html,"250 GSM PP Bubble Wrap Roll, Sheet Width: 1.2 meter",a06ff536-8048-4439-bae2-e101ca0ff412,products\a06ff536-8048-4439-bae2-e101ca0ff412\1.png
